"Date","Price","Open","High","Low","Vol.","Change %"
"10/10/2019","420.38","417.07","424.88","417.07","589.76K","0.77%"
"10/09/2019","417.17","415.81","419.33","413.96","386.54K","0.97%"
"10/08/2019","413.16","419.37","420.26","411.75","507.54K","-2.37%"
"10/07/2019","423.17","424.76","427.24","421.27","585.56K","-1.00%"
"10/04/2019","427.44","421.15","427.70","419.09","358.26K","1.87%"
"10/03/2019","419.61","418.89","421.61","411.21","508.32K","-0.18%"
"10/02/2019","420.36","428.50","429.33","417.46","762.35K","-3.07%"
"10/01/2019","433.69","445.63","448.67","433.27","604.34K","-2.68%"
"09/30/2019","445.64","448.09","448.98","445.00","362.87K","-0.11%"
"09/27/2019","446.13","448.58","449.52","440.95","539.20K","0.03%"
"09/26/2019","446.00","444.72","447.21","442.15","517.33K","0.18%"
"09/25/2019","445.19","442.00","445.56","437.30","601.46K","0.69%"
"09/24/2019","442.12","449.10","449.97","439.14","789.07K","-0.91%"
"09/23/2019","446.20","440.94","448.08","440.26","663.14K","0.41%"
"09/20/2019","444.39","446.16","447.13","441.81","1.23M","0.09%"
"09/19/2019","443.98","443.55","448.95","442.10","521.07K","0.19%"
"09/18/2019","443.16","442.55","444.95","438.93","645.48K","0.91%"
"09/17/2019","439.18","436.95","439.54","434.69","677.93K","0.80%"
"09/16/2019","435.71","439.17","442.63","432.45","697.40K","-1.64%"
"09/13/2019","442.96","438.15","444.79","437.07","586.49K","1.89%"
"09/12/2019","434.75","432.91","437.25","428.74","602.19K","0.44%"
"09/11/2019","432.83","429.27","434.13","423.86","605.07K","1.05%"
"09/10/2019","428.34","432.00","434.11","421.44","734.80K","-0.58%"
"09/09/2019","430.85","426.96","432.87","424.86","724.67K","1.66%"
"09/06/2019","423.83","424.88","426.13","421.18","467.21K","-0.21%"
"09/05/2019","424.72","421.82","429.98","420.83","888.92K","2.18%"
"09/04/2019","415.64","416.28","418.67","412.12","525.02K","-0.04%"
"09/03/2019","415.82","420.99","420.99","412.69","540.29K","-1.60%"
"08/30/2019","422.56","424.96","425.85","420.93","466.30K","0.12%"
"08/29/2019","422.04","419.00","424.83","416.99","699.71K","1.98%"
"08/28/2019","413.84","408.01","413.97","406.38","590.68K","0.81%"
"08/27/2019","410.51","406.65","410.90","405.26","1.07M","1.24%"
"08/26/2019","405.47","411.68","411.88","403.54","812.34K","-0.44%"
"08/23/2019","407.25","416.94","418.97","405.07","853.35K","-2.80%"
"08/22/2019","419.00","423.00","423.92","416.63","551.90K","-0.46%"
"08/21/2019","420.93","422.80","424.97","420.11","351.20K","0.63%"
"08/20/2019","418.29","423.41","423.41","417.53","401.66K","-1.71%"
"08/19/2019","425.56","427.17","427.94","423.17","473.01K","1.45%"
"08/16/2019","419.46","413.40","422.71","413.40","544.26K","2.48%"
"08/15/2019","409.30","413.54","417.20","406.21","612.72K","-0.50%"
"08/14/2019","411.37","414.75","419.12","411.00","793.67K","-3.28%"
"08/13/2019","425.33","416.56","427.19","413.59","882.89K","2.13%"
"08/12/2019","416.44","420.24","425.94","414.46","665.87K","-2.32%"
"08/09/2019","426.33","435.02","435.11","425.85","649.99K","-2.58%"
"08/08/2019","437.62","434.00","438.44","431.60","499.92K","1.68%"
"08/07/2019","430.39","426.74","432.79","423.45","573.95K","-1.22%"
"08/06/2019","435.71","435.39","437.89","430.22","418.13K","1.02%"
"08/05/2019","431.32","437.96","439.19","426.81","647.59K","-3.77%"
"08/02/2019","448.22","450.00","451.71","441.78","527.69K","-0.83%"
"08/01/2019","451.95","465.19","467.67","449.75","734.63K","-3.36%"
"07/31/2019","467.68","477.93","478.32","465.51","421.09K","-2.24%"
"07/30/2019","478.41","475.00","478.47","472.75","391.66K","0.02%"
"07/29/2019","478.31","476.96","481.37","474.68","363.35K","0.03%"
"07/26/2019","478.17","474.37","478.86","471.86","417.97K","0.91%"
"07/25/2019","473.87","476.55","476.55","470.10","494.86K","-0.69%"
"07/24/2019","477.15","475.96","481.69","475.81","593.39K","-0.06%"
"07/23/2019","477.46","476.47","480.68","475.69","449.21K","0.83%"
"07/22/2019","473.55","472.57","475.04","465.86","647.81K","0.07%"
"07/19/2019","473.24","476.30","483.00","472.50","887.37K","-0.40%"
"07/18/2019","475.14","470.86","475.19","470.01","498.47K","0.88%"
"07/17/2019","471.00","475.00","476.60","468.16","511.16K","-1.29%"
"07/16/2019","477.17","482.48","483.49","476.88","409.74K","-0.94%"
"07/15/2019","481.70","482.87","483.00","479.22","416.40K","-0.16%"
"07/12/2019","482.46","478.18","482.82","476.58","472.36K","0.50%"
"07/11/2019","480.07","477.00","480.70","474.41","390.57K","0.95%"
"07/10/2019","475.54","473.82","476.65","472.37","505.08K","0.36%"
"07/09/2019","473.82","470.26","476.24","468.18","445.51K","0.29%"
"07/08/2019","472.44","474.06","477.21","471.95","414.63K","-1.31%"
"07/05/2019","478.69","475.30","478.76","472.21","383.11K","0.70%"
"07/03/2019","475.35","471.36","477.08","471.20","343.88K","1.17%"
"07/02/2019","469.87","472.97","473.10","467.67","346.99K","-0.65%"
"07/01/2019","472.93","474.88","477.14","468.96","471.63K","0.77%"
"06/28/2019","469.30","468.56","472.36","465.61","634.26K","1.04%"
"06/27/2019","464.48","462.48","467.09","461.37","352.88K","0.76%"
"06/26/2019","460.96","460.15","461.47","455.47","434.35K","0.57%"
"06/25/2019","458.36","463.03","463.04","455.99","454.08K","-1.09%"
"06/24/2019","463.40","467.87","470.92","461.50","397.57K","-1.03%"
"06/21/2019","468.24","465.12","472.18","463.71","1.06M","0.57%"
"06/20/2019","465.58","456.50","466.85","456.50","729.14K","2.34%"
"06/19/2019","454.95","451.20","456.22","449.28","544.29K","1.26%"
"06/18/2019","449.31","443.32","456.11","442.40","535.44K","2.09%"
"06/17/2019","440.12","446.67","447.80","439.61","346.39K","-1.53%"
"06/14/2019","446.97","449.14","449.14","444.63","343.54K","-0.29%"
"06/13/2019","448.28","446.86","449.40","445.69","325.86K","0.45%"
"06/12/2019","446.25","443.44","447.96","441.06","430.12K","0.71%"
"06/11/2019","443.12","448.08","448.34","439.91","536.79K","-0.16%"
"06/10/2019","443.81","446.90","449.00","443.47","525.01K","-0.07%"
"06/07/2019","444.11","439.99","444.40","438.53","503.95K","1.11%"
"06/06/2019","439.23","438.30","441.61","436.25","675.29K","0.25%"
"06/05/2019","438.15","433.66","440.49","427.81","605.83K","0.83%"
"06/04/2019","434.53","433.40","434.80","423.15","558.45K","3.48%"
"06/03/2019","419.90","415.71","421.88","415.19","581.37K","1.04%"
"05/31/2019","415.56","420.75","420.75","415.02","534.64K","-2.59%"
"05/30/2019","426.59","428.48","431.48","423.81","412.41K","-0.31%"
"05/29/2019","427.93","426.39","428.45","422.63","390.71K","-0.32%"
"05/28/2019","429.31","436.17","436.70","429.31","462.83K","-1.48%"
"05/24/2019","435.76","437.00","438.23","434.80","277.33K","0.43%"
"05/23/2019","433.89","434.86","434.86","429.10","577.55K","-1.20%"
"05/22/2019","439.14","440.16","442.08","436.38","331.01K","-0.57%"
"05/21/2019","441.66","440.82","444.32","440.19","306.99K","0.81%"
"05/20/2019","438.09","439.60","440.28","434.48","465.68K","-0.79%"
"05/17/2019","441.56","441.83","447.36","440.24","496.88K","-1.27%"
"05/16/2019","447.24","446.51","450.68","445.76","449.09K","0.65%"
"05/15/2019","444.36","441.49","446.39","439.43","424.22K","-0.34%"
"05/14/2019","445.86","444.36","451.06","444.36","426.79K","0.70%"
"05/13/2019","442.78","453.12","454.39","440.19","703.86K","-4.37%"
"05/10/2019","463.00","461.85","465.64","453.25","484.26K","-0.26%"
"05/09/2019","464.22","458.73","464.46","454.16","435.55K","-0.27%"
"05/08/2019","465.47","462.18","469.46","459.62","454.83K","0.37%"
"05/07/2019","463.77","473.61","473.93","459.06","709.48K","-2.65%"
"05/06/2019","476.37","472.92","478.62","469.87","434.38K","-1.27%"
"05/03/2019","482.50","476.51","482.90","476.41","403.29K","1.28%"
"05/02/2019","476.41","479.51","480.17","471.47","436.13K","-0.57%"
"05/01/2019","479.13","486.84","487.45","478.70","488.61K","-1.26%"
"04/30/2019","485.24","479.74","485.85","477.57","567.64K","1.13%"
"04/29/2019","479.84","480.00","481.58","478.61","366.91K","0.18%"
"04/26/2019","478.98","475.11","479.46","471.85","469.04K","0.95%"
"04/25/2019","474.45","477.89","480.48","472.61","598.71K","-1.19%"
"04/24/2019","480.17","474.03","482.37","472.61","1.01M","1.30%"
"04/23/2019","474.03","464.00","474.03","463.90","687.39K","2.16%"
"04/22/2019","464.02","463.75","465.66","462.15","432.87K","-0.36%"
"04/18/2019","465.69","468.78","469.37","465.69","530.37K","-0.39%"
"04/17/2019","467.49","466.98","468.78","462.42","628.25K","0.20%"
"04/16/2019","466.54","453.10","466.89","453.00","1.03M","3.25%"
"04/15/2019","451.86","456.36","457.10","449.77","591.03K","-0.55%"
"04/12/2019","454.35","448.69","457.33","448.69","628.68K","1.85%"
"04/11/2019","446.11","445.00","448.75","442.87","412.74K","0.76%"
"04/10/2019","442.76","441.60","442.94","439.17","402.90K","0.67%"
"04/09/2019","439.81","445.41","445.94","438.52","460.87K","-1.42%"
"04/08/2019","446.14","444.54","447.68","443.10","398.40K","0.23%"
"04/05/2019","445.10","443.17","446.83","440.61","458.39K","0.74%"
"04/04/2019","441.84","439.17","442.70","438.92","375.17K","0.63%"
"04/03/2019","439.07","439.22","442.80","437.31","337.84K","0.60%"
"04/02/2019","436.45","438.39","440.10","435.47","423.11K","-0.44%"
"04/01/2019","438.39","431.59","439.64","429.40","498.93K","2.58%"
"03/29/2019","427.37","429.71","432.00","426.19","455.91K","0.56%"
"03/28/2019","424.97","421.40","425.64","420.23","342.71K","1.27%"
"03/27/2019","419.64","423.60","425.53","417.71","425.00K","-0.72%"
"03/26/2019","422.67","420.57","423.31","418.94","494.95K","1.75%"
"03/25/2019","415.41","418.00","419.50","413.30","411.02K","-0.47%"
"03/22/2019","417.36","426.51","428.43","415.13","585.34K","-3.02%"
"03/21/2019","430.36","428.59","433.70","424.20","472.43K","0.10%"
"03/20/2019","429.92","434.20","434.70","427.56","881.65K","-1.07%"
"03/19/2019","434.57","442.55","443.36","433.65","948.49K","-1.34%"
"03/18/2019","440.48","436.00","440.75","435.94","550.71K","1.60%"
"03/15/2019","433.55","433.83","438.82","432.93","1.76M","-0.02%"
"03/14/2019","433.63","435.46","435.46","431.11","501.69K","0.41%"
"03/13/2019","431.84","430.33","433.40","426.50","606.70K","0.93%"
"03/12/2019","427.84","429.63","431.02","426.88","504.68K","-0.06%"
"03/11/2019","428.10","424.01","429.39","422.92","593.09K","1.61%"
"03/08/2019","421.31","420.57","421.89","417.21","587.07K","-0.44%"
"03/07/2019","423.19","434.44","434.98","420.54","467.44K","-1.55%"
"03/06/2019","429.86","432.52","434.00","429.38","272.77K","-0.62%"
"03/05/2019","432.52","434.25","435.71","431.15","433.50K","-1.10%"
"03/04/2019","437.33","445.89","447.00","434.06","686.15K","-1.45%"
"03/01/2019","443.77","447.56","451.92","442.10","657.24K","0.12%"
"02/28/2019","443.22","442.01","444.72","440.39","512.12K","0.27%"
"02/27/2019","442.01","440.17","444.70","438.88","461.09K","0.34%"
"02/26/2019","440.53","437.67","443.00","435.69","472.04K","0.36%"
"02/25/2019","438.93","439.28","444.80","438.04","516.30K","0.51%"
"02/22/2019","436.72","435.52","436.95","433.45","400.26K","0.39%"
"02/21/2019","435.02","436.60","437.59","432.85","451.89K","-0.50%"
"02/20/2019","437.22","431.78","437.49","429.77","563.28K","1.43%"
"02/19/2019","431.07","428.43","433.00","428.17","438.01K","-0.20%"
"02/15/2019","431.95","425.19","432.63","425.19","600.25K","2.02%"
"02/14/2019","423.38","424.41","425.27","417.95","542.54K","-0.95%"
"02/13/2019","427.45","426.70","433.75","426.10","803.49K","0.46%"
"02/12/2019","425.51","416.19","425.75","415.43","617.43K","3.10%"
"02/11/2019","412.70","413.75","414.87","411.00","595.64K","0.23%"
"02/08/2019","411.76","412.15","414.05","406.13","567.04K","-0.78%"
"02/07/2019","415.01","414.35","417.88","410.01","469.36K","-0.33%"
"02/06/2019","416.39","418.44","420.78","415.07","424.66K","-0.28%"
"02/05/2019","417.56","418.12","419.14","414.05","523.37K","-0.10%"
"02/04/2019","417.98","416.50","418.74","413.17","534.75K","0.28%"
"02/01/2019","416.81","417.44","417.58","412.12","585.85K","0.42%"
"01/31/2019","415.08","406.22","415.96","406.22","750.07K","1.65%"
"01/30/2019","408.33","409.20","410.94","401.82","869.86K","0.17%"
"01/29/2019","407.62","411.50","412.00","406.29","602.78K","0.56%"
"01/28/2019","405.36","405.85","407.88","402.40","640.44K","-1.12%"
"01/25/2019","409.95","411.22","414.07","409.15","572.99K","0.83%"
"01/24/2019","406.56","407.91","411.33","401.80","838.39K","-0.47%"
"01/23/2019","408.48","413.03","414.57","403.76","660.15K","-1.24%"
"01/22/2019","413.60","416.41","419.20","411.09","905.61K","-1.39%"
"01/18/2019","419.45","417.08","420.56","413.59","1.03M","1.68%"
"01/17/2019","412.52","411.00","416.94","403.69","917.15K","-0.13%"
"01/16/2019","413.04","402.09","421.83","401.43","1.33M","3.08%"
"01/15/2019","400.71","396.55","401.12","393.40","847.00K","1.08%"
"01/14/2019","396.42","392.87","399.94","391.11","919.69K","-0.37%"
"01/11/2019","397.91","395.01","399.62","389.67","706.49K","-0.40%"
"01/10/2019","399.50","399.12","400.92","395.21","487.12K","-0.17%"
"01/09/2019","400.19","399.50","403.15","395.30","640.55K","0.57%"
"01/08/2019","397.91","397.76","400.85","393.60","642.95K","1.27%"
"01/07/2019","392.91","390.94","398.18","389.42","714.60K","0.28%"
"01/04/2019","391.82","385.17","392.93","381.99","647.81K","3.66%"
"01/03/2019","377.98","385.03","386.55","377.28","781.08K","-2.94%"
"01/02/2019","389.42","386.28","391.16","385.10","926.98K","-0.87%"
"12/31/2018","392.82","389.15","393.85","385.85","612.34K","1.18%"
"12/28/2018","388.23","391.93","394.26","385.53","619.13K","0.11%"
"12/27/2018","387.80","376.57","387.96","372.55","784.05K","1.72%"
"12/26/2018","381.23","364.27","381.45","360.94","873.41K","5.38%"
"12/24/2018","361.77","365.13","370.97","360.79","499.02K","-2.00%"
"12/21/2018","369.16","371.36","382.13","367.46","1.72M","-0.68%"
"12/20/2018","371.67","369.27","377.96","368.45","1.11M","-0.14%"
"12/19/2018","372.19","381.65","388.38","369.34","997.41K","-2.91%"
"12/18/2018","383.35","381.74","388.78","379.80","997.09K","1.35%"
"12/17/2018","378.25","380.00","389.00","376.45","900.57K","-1.06%"
"12/14/2018","382.30","383.03","389.27","380.64","678.75K","-1.28%"
"12/13/2018","387.27","392.18","392.40","384.49","595.19K","-0.72%"
"12/12/2018","390.07","392.54","397.70","388.62","736.92K","1.14%"
"12/11/2018","385.66","400.23","401.09","382.05","793.72K","-1.93%"
"12/10/2018","393.26","390.88","394.44","379.65","876.18K","0.04%"
"12/07/2018","393.10","400.82","409.83","392.16","969.70K","-1.78%"
"12/06/2018","400.23","399.78","400.44","381.39","1.38M","-2.08%"
"12/04/2018","408.75","432.33","432.91","404.43","859.73K","-6.01%"
"12/03/2018","434.87","436.79","438.26","430.34","998.60K","1.60%"
"11/30/2018","428.01","421.30","428.01","419.00","1.07M","1.20%"
"11/29/2018","422.94","425.00","427.19","418.71","616.00K","-1.01%"
"11/28/2018","427.27","421.65","427.71","414.02","701.49K","2.42%"
"11/27/2018","417.16","415.25","417.60","413.95","626.00K","-0.32%"
"11/26/2018","418.49","413.14","424.22","411.45","815.02K","2.92%"
"11/23/2018","406.61","403.66","410.90","403.33","299.36K","-0.25%"
"11/21/2018","407.62","408.04","412.35","403.27","673.91K","1.17%"
"11/20/2018","402.92","400.90","408.45","397.24","632.26K","-1.19%"
"11/19/2018","407.78","410.10","412.24","401.61","725.47K","-0.78%"
"11/16/2018","411.00","404.15","411.29","400.47","738.11K","1.01%"
"11/15/2018","406.88","397.21","407.78","394.73","685.19K","1.22%"
"11/14/2018","401.98","410.52","412.95","397.35","746.89K","-1.31%"
"11/13/2018","407.31","408.78","414.00","406.46","582.87K","0.47%"
"11/12/2018","405.42","412.95","412.95","404.81","577.46K","-2.06%"
"11/09/2018","413.95","413.00","419.63","408.95","617.09K","-1.77%"
"11/08/2018","421.39","421.63","425.40","419.70","698.81K","-0.79%"
"11/07/2018","424.73","417.61","425.00","410.33","1.08M","2.73%"
"11/06/2018","413.43","412.40","413.98","410.32","882.13K","0.59%"
"11/05/2018","411.00","409.53","412.62","408.25","761.44K","0.30%"
"11/02/2018","409.76","416.97","419.18","405.98","869.93K","-0.78%"
"11/01/2018","412.99","413.74","417.27","410.07","1.02M","0.38%"
"10/31/2018","411.42","408.86","417.28","406.72","1.42M","1.88%"
"10/30/2018","403.83","392.38","406.21","390.86","1.49M","3.37%"
"10/29/2018","390.65","393.59","397.92","384.16","952.62K","0.96%"
"10/26/2018","386.93","386.16","391.86","383.09","1.01M","-1.28%"
"10/25/2018","391.96","380.80","396.68","380.22","1.39M","3.51%"
"10/24/2018","378.66","388.09","388.53","378.08","1.23M","-2.28%"
"10/23/2018","387.49","383.98","391.26","376.31","1.30M","-1.24%"
"10/22/2018","392.36","403.12","404.84","392.21","1.04M","-2.31%"
"10/19/2018","401.65","400.20","408.31","399.48","1.03M","0.45%"
"10/18/2018","399.87","410.36","412.43","399.00","1.74M","-2.91%"
"10/17/2018","411.85","405.62","417.93","405.14","1.82M","0.94%"
"10/16/2018","408.00","410.00","416.36","402.59","2.05M","-4.44%"
"10/15/2018","426.94","427.74","431.29","422.84","992.93K","-0.18%"
"10/12/2018","427.70","431.00","437.47","420.21","1.59M","2.40%"
"10/11/2018","417.68","424.14","427.88","415.35","1.74M","-2.13%"
"10/10/2018","426.76","457.01","458.43","426.25","2.08M","-7.17%"
"10/09/2018","459.71","470.98","470.98","459.08","875.42K","-2.49%"
"10/08/2018","471.46","477.00","477.00","467.13","560.44K","0.13%"
"10/05/2018","470.86","476.30","482.48","470.12","712.01K","-0.69%"
"10/04/2018","474.15","474.69","479.48","470.50","917.23K","-0.05%"
"10/03/2018","474.37","480.86","481.74","472.33","645.78K","-0.60%"
"10/02/2018","477.21","472.69","477.89","471.26","363.71K","0.79%"
"10/01/2018","473.47","474.36","477.11","471.36","395.54K","0.45%"
"09/28/2018","471.33","474.52","477.50","470.66","532.18K","-1.37%"
"09/27/2018","477.89","476.82","481.46","473.70","344.35K","0.64%"
"09/26/2018","474.83","480.98","481.64","474.32","416.84K","-0.89%"
"09/25/2018","479.09","484.16","485.17","477.37","382.80K","-0.62%"
"09/24/2018","482.07","485.47","487.00","479.57","433.59K","-1.14%"
"09/21/2018","487.61","489.48","489.55","484.79","700.13K","0.10%"
"09/20/2018","487.14","486.73","492.00","483.07","480.39K","0.74%"
"09/19/2018","483.54","473.70","485.51","473.11","418.67K","2.40%"
"09/18/2018","472.20","472.79","475.01","469.04","557.47K","0.28%"
"09/17/2018","470.90","477.01","477.01","469.60","443.30K","-1.08%"
"09/14/2018","476.06","470.39","478.74","470.39","416.70K","1.51%"
"09/13/2018","468.98","473.21","474.45","467.30","528.59K","-0.22%"
"09/12/2018","470.01","471.00","473.04","468.92","579.78K","-0.24%"
"09/11/2018","471.13","471.96","473.23","468.49","495.44K","-0.55%"
"09/10/2018","473.75","475.01","478.00","471.97","452.97K","0.49%"
"09/07/2018","471.44","470.31","472.38","468.42","666.43K","-0.11%"
"09/06/2018","471.96","476.57","477.56","469.98","670.87K","-1.31%"
